,GlobalRank,TldRank,Domain,TLD,RefSubNets,RefIPs,IDN_Domain,IDN_TLD,PrevGlobalRank,PrevTldRank,PrevRefSubNets,PrevRefIPs,GlobalRank_percentile
402682,402683,197111,gainsco.com,com,462,646,gainsco.com,com,400267,195823,465,654,40
407433,407434,199312,healthylittlevittles.com,com,457,1867,healthylittlevittles.com,com,409936,200337,455,1862,40
409903,409904,2805,whyp.it,it,455,539,whyp.it,it,411551,2809,454,532,40
403834,403835,1654,les-sports.info,info,461,566,les-sports.info,info,408186,1670,457,562,40
408735,408736,199921,visitexeter.com,com,456,553,visitexeter.com,com,410285,200484,455,550,40
409739,409740,31055,exporail.org,org,455,552,exporail.org,org,403495,30475,462,556,40
407344,407345,199256,freepint.com,com,458,504,freepint.com,com,404025,197600,462,508,40
408097,408098,30915,victoria-hearts.org,org,457,527,victoria-hearts.org,org,402775,30419,463,534,40
409297,409298,64,azithromycin.cyou,cyou,456,505,azithromycin.cyou,cyou,412846,63,453,504,40
414912,414913,202880,bradleysmokehouse.com,com,450,535,bradleysmokehouse.com,com,413521,201960,452,535,41
416977,416978,31713,delmarforum.org,org,448,533,delmarforum.org,org,421764,32117,444,526,41
414541,414542,1718,bopp-obec.info,info,450,698,bopp-obec.info,info,407010,1664,458,701,41
411839,411840,31241,wearebgc.org,org,453,544,wearebgc.org,org,418610,31827,447,539,41
412607,412608,201763,restoro.com,com,452,576,restoro.com,com,412139,201335,453,587,41
416482,416483,11634,veloren.net,net,449,486,veloren.net,net,415077,11553,451,491,41
412886,412887,201893,brexitcentral.com,com,452,537,brexitcentral.com,com,409386,200071,456,539,41
416677,416678,2859,dongnocchi.it,it,448,571,dongnocchi.it,it,418400,2866,447,569,41
416812,416813,203781,deniztopal.com,com,448,549,deniztopal.com,com,412204,201364,453,567,41
415789,415790,208,icab.cat,cat,449,550,icab.cat,cat,418512,211,447,550,41
425357,425358,207756,hardwooddeal.com,com,440,538,hardwooddeal.com,com,421593,205740,444,542,42
429664,429665,209802,devarchs.com,com,436,539,devarchs.com,com,431289,210307,435,537,42
429624,429625,209788,maruni.com,com,436,543,maruni.com,com,423654,206679,442,542,42
427077,427078,208576,trackmanianations.com,com,439,483,trackmanianations.com,com,426483,207981,440,484,42
424477,424478,207342,vilaweb.com,com,441,519,vilaweb.com,com,426040,207770,440,521,42
429587,429588,209773,agiftpersonalized.com,com,436,550,agiftpersonalized.com,com,431201,210264,435,550,42
426341,426342,208203,ofakind.com,com,439,542,ofakind.com,com,423698,206698,442,537,42
426814,426815,32623,dplf.org,org,439,505,dplf.org,org,426217,32522,440,507,42
427227,427228,208644,fiorentinanews.com,com,438,730,fiorentinanews.com,com,447039,217840,421,722,42
426265,426266,32557,sandiegotheatres.org,org,439,554,sandiegotheatres.org,org,441356,33900,426,546,42
439941,439942,33770,kvcrnews.org,org,427,517,kvcrnews.org,org,435693,33371,431,537,43
430190,430191,210047,photogen.com,com,436,494,photogen.com,com,431877,210580,435,489,43
439573,439574,214503,unknownsys.com,com,428,446,unknownsys.com,com,438850,213939,429,452,43
438863,438864,33681,riversidechristianschool.org,org,428,510,riversidechristianschool.org,org,434771,33291,432,515,43
434118,434119,211888,alliednews.com,com,432,529,alliednews.com,com,444948,216794,423,528,43
434997,434998,212332,canadianinsulin.com,com,431,658,canadianinsulin.com,com,447054,217850,421,651,43
435944,435945,212762,liveauctionworld.com,com,431,479,liveauctionworld.com,com,429823,209608,437,481,43
438949,438950,12469,ijdc.net,net,428,503,ijdc.net,net,429565,12096,437,502,43
436381,436382,212958,zaptec.com,com,430,527,zaptec.com,com,438032,213524,429,521,43
434139,434140,211900,pecherestaurant.com,com,432,527,pecherestaurant.com,com,427912,208657,438,543,43
442341,442342,215739,semantix.com,com,425,511,semantix.com,com,458500,223165,412,491,44
440304,440305,214828,esquirelat.com,com,427,492,esquirelat.com,com,430656,209981,436,500,44
443791,443792,216397,minimalmac.com,com,424,489,minimalmac.com,com,440801,214814,427,489,44
443327,443328,224,directe.cat,cat,424,526,directe.cat,cat,432411,220,434,534,44
441311,441312,215281,apc-paris.com,com,426,501,apc-paris.com,com,435951,212529,431,512,44
441899,441900,215558,liuxue360.com,com,426,452,liuxue360.com,com,441203,215020,427,444,44
447274,447275,218057,43places.com,com,421,490,43places.com,com,439658,214291,428,488,44
442998,442999,34070,irmep.org,org,425,463,irmep.org,org,444511,34182,424,472,44
449653,449654,219179,westcoastchoppers.com,com,419,486,westcoastchoppers.com,com,451271,219787,418,481,44
441888,441889,215549,musicdiffusion.com,com,426,455,musicdiffusion.com,com,449270,218872,420,450,44
454148,454149,221295,first10em.com,com,415,502,first10em.com,com,452138,220180,417,502,45
455548,455549,1589,enfield-ct.gov,gov,414,492,enfield-ct.gov,gov,442969,1558,425,495,45
459573,459574,223876,butlerradio.com,com,411,473,butlerradio.com,com,475399,231140,399,469,45
451580,451581,34843,feedingtexas.org,org,417,527,feedingtexas.org,org,454512,35128,415,516,45
454621,454622,221519,233heji.com,com,415,472,233heji.com,com,453846,220976,416,475,45
450691,450692,219677,worldwisdom.com,com,418,494,worldwisdom.com,com,458519,223172,412,490,45
457395,457396,222867,jewellerynet.com,com,413,455,jewellerynet.com,com,457832,222858,413,453,45
458436,458437,223338,paritetus.com,com,412,467,paritetus.com,com,456356,222132,414,469,45
451519,451520,220081,thekraftgroup.com,com,417,544,thekraftgroup.com,com,443731,216228,424,540,45
456992,456993,222675,stackapps.com,com,413,479,stackapps.com,com,445518,217075,423,480,45
462963,462964,225467,behindthethrills.com,com,408,494,behindthethrills.com,com,463415,225426,408,490,46
461619,461620,224846,dixonscarphone.com,com,409,501,dixonscarphone.com,com,443905,216300,424,512,46
468282,468283,227947,steakholderfoods.com,com,404,478,steakholderfoods.com,com,478161,232414,397,469,46
468811,468812,13531,dprogram.net,net,404,449,dprogram.net,net,456584,13027,414,454,46
467029,467030,227357,performanceconsultants.com,com,405,476,performanceconsultants.com,com,453797,220954,416,478,46
468458,468459,2030,artvinescort.info,info,404,468,artvinescort.info,info,461186,1988,410,474,46
469832,469833,13572,corumescort.net,net,403,464,corumescort.net,net,467677,13445,405,466,46
468442,468443,36409,wheatworld.org,org,404,469,wheatworld.org,org,474000,36930,400,474,46
466817,466818,560,simplr.ai,ai,405,490,simplr.ai,ai,465944,559,406,495,46
461399,461400,35761,gtfcu.org,org,409,554,gtfcu.org,org,451864,34864,417,555,46
472471,472472,36799,pbmchealth.org,org,401,460,pbmchealth.org,org,471471,36725,402,467,47
470991,470992,229207,californiasbestcamping.com,com,402,469,californiasbestcamping.com,com,474158,230573,400,465,47
471358,471359,229390,chromadent.com,com,402,450,chromadent.com,com,470489,228817,403,450,47
470782,470783,229124,hytale.com,com,402,484,hytale.com,com,459895,223799,411,477,47
479619,479620,233294,collectiveidea.com,com,396,438,collectiveidea.com,com,469335,228257,404,439,47
470690,470691,36603,defendingdemocracytogether.org,org,402,493,defendingdemocracytogether.org,org,473694,36894,400,502,47
470804,470805,229133,swingtradebot.com,com,402,482,swingtradebot.com,com,479589,233096,396,469,47
470860,470861,229154,islamtomorrow.com,com,402,478,islamtomorrow.com,com,480858,233659,395,478,47
473932,473933,230579,animasmarketing.com,com,400,453,animasmarketing.com,com,472996,230035,401,455,47
470896,470897,1894,orangesoft.co,co,402,475,orangesoft.co,co,471333,1890,402,475,47
482138,482139,234485,hireroad.com,com,394,453,hireroad.com,com,475714,231281,399,451,48
481005,481006,374,orangecountyjail.pro,pro,395,439,orangecountyjail.pro,pro,481552,374,395,441,48
487579,487580,237043,camelvalley.com,com,390,463,camelvalley.com,com,491028,238383,388,460,48
488118,488119,38215,consoleworld.org,org,390,438,consoleworld.org,org,494421,38706,386,437,48
483951,483952,235361,responsability.com,com,393,437,responsability.com,com,471996,229537,402,437,48
485518,485519,69,dutasteride.foundation,foundation,392,424,dutasteride.foundation,foundation,487338,71,391,425,48
481974,481975,234404,hizook.com,com,394,461,hizook.com,com,468963,228087,404,463,48
488482,488483,237491,na9x.com,com,390,399,na9x.com,com,494904,240170,386,396,48
486990,486991,1989,iptvanbieter.co,co,391,412,iptvanbieter.co,co,490438,2010,389,408,48
487663,487664,237079,ilanseli.com,com,390,458,ilanseli.com,com,500122,242555,382,452,48
498957,498958,242307,bdparadisio.com,com,382,487,bdparadisio.com,com,506047,245241,378,485,49
490439,490440,38396,cityofsummit.org,org,388,462,cityofsummit.org,org,485176,37912,392,464,49
492385,492386,38588,inspiringthefuture.org,org,387,437,inspiringthefuture.org,org,505345,39651,379,427,49
494980,494981,2258,moondash.co.in,in,385,448,moondash.co.in,in,495651,2246,385,448,49
499181,499182,242390,probablydance.com,com,382,461,probablydance.com,com,500034,242511,382,457,49
493505,493506,2021,another.co,co,386,450,another.co,co,491473,2014,388,438,49
494860,494861,871,via.me,me,385,455,via.me,me,503310,885,380,448,49
499288,499289,242441,lindberghkidnappinghoax.com,com,382,455,lindberghkidnappinghoax.com,com,500048,242516,382,456,49
495606,495607,240742,active2030store.com,com,385,418,active2030store.com,com,493271,239441,387,420,49
493272,493273,38661,shnny.org,org,386,463,shnny.org,org,504679,39572,379,458,49
501782,501783,243593,xjyiliao.com,com,381,405,xjyiliao.com,com,504156,244421,380,404,50
500872,500873,39361,project-reason.org,org,381,450,project-reason.org,org,504776,39588,379,453,50
504392,504393,244782,northseaport.com,com,379,429,northseaport.com,com,499098,242103,383,430,50
505155,505156,245128,digistatement.com,com,378,472,digistatement.com,com,509445,246764,376,452,50
503138,503139,244209,evolutionpowertools.com,com,380,418,evolutionpowertools.com,com,503831,244241,380,425,50
504806,504807,244976,makesilo.com,com,379,408,makesilo.com,com,504124,244402,380,408,50
506264,506265,245636,yiduoli.com,com,378,415,yiduoli.com,com,507202,245790,378,415,50
506311,506312,245655,skylounge365.com,com,378,412,skylounge365.com,com,513648,248704,374,403,50
502576,502577,39502,jultrasoundmed.org,org,380,444,jultrasoundmed.org,org,493987,38664,386,458,50
507762,507763,246286,platformqedu.com,com,377,419,platformqedu.com,com,510323,247191,376,413,50
515503,515504,249955,quicksurveys.com,com,372,420,quicksurveys.com,com,534928,258439,361,417,51
514666,514667,249565,risecredit.com,com,372,475,risecredit.com,com,514024,248868,373,473,51
510113,510114,247357,blackholerecordings.com,com,375,449,blackholerecordings.com,com,512626,248173,374,449,51
518797,518798,251508,aseanup.com,com,370,421,aseanup.com,com,519628,251403,370,428,51
516420,516421,40675,kite.org,org,371,455,kite.org,org,524141,41267,367,447,51
515263,515264,15312,bein.net,net,372,430,bein.net,net,509791,15056,376,435,51
518242,518243,251247,doodledoods.com,com,370,444,doodledoods.com,com,534603,258284,361,431,51
518792,518793,226,boringtechnology.club,club,370,421,boringtechnology.club,club,502315,215,381,424,51
513514,513515,40459,openacc.org,org,373,437,openacc.org,org,517723,40724,371,439,51
517124,517125,250746,innosilicon.com,com,371,421,innosilicon.com,com,523106,253021,368,418,51
529305,529306,256236,yousweety.com,com,364,401,yousweety.com,com,535512,258741,361,396,52
527634,527635,255490,sculpt.com,com,365,400,sculpt.com,com,535480,258722,361,397,52
522396,522397,253148,childsown.com,com,368,408,childsown.com,com,515140,249415,373,410,52
529902,529903,256501,sweetearthfoods.com,com,363,457,sweetearthfoods.com,com,520801,251954,369,456,52
526857,526858,41597,kindness.org,org,365,430,kindness.org,org,527744,41601,365,433,52
525888,525889,15688,campoborja.net,net,366,403,campoborja.net,net,507253,14953,378,411,52
527853,527854,255595,bewholebeyou.com,com,364,1795,bewholebeyou.com,com,541152,261394,357,1786,52
526750,526751,41576,28toomany.org,org,365,435,28toomany.org,org,524311,41284,367,437,52
529001,529002,2209,socialtalent.co,co,364,412,socialtalent.co,co,502378,2066,381,421,52
520364,520365,252203,elnasrclub.com,com,369,422,elnasrclub.com,com,513124,248431,374,426,52
530611,530612,256805,signal81.com,com,363,416,signal81.com,com,533067,257563,362,420,53
533966,533967,258373,aiming-inc.com,com,361,420,aiming-inc.com,com,521290,252183,369,427,53
531235,531236,41947,thehumansafetynet.org,org,363,388,thehumansafetynet.org,org,522017,41089,369,395,53
532856,532857,16,ufabet.services,services,362,398,ufabet.services,services,542554,17,357,399,53
538294,538295,260457,opencu.com,com,359,394,opencu.com,com,540884,261256,358,394,53
531177,531178,257084,tiyatroevi.com,com,363,393,tiyatroevi.com,com,528609,255599,365,395,53
539542,539543,260995,cyolito.com,com,358,412,cyolito.com,com,533356,257709,362,409,53
530668,530669,256828,oscarparrilla.com,com,363,414,oscarparrilla.com,com,535026,258488,361,413,53
538555,538556,260604,88kaisuo.com,com,358,1205,88kaisuo.com,com,568644,275053,343,1205,53
532125,532126,257481,urolift.com,com,362,424,urolift.com,com,529541,255966,364,426,53
541696,541697,262023,istartips.com,com,357,399,istartips.com,com,538832,260261,359,404,54
547343,547344,264746,contimeta.com,com,354,399,contimeta.com,com,547862,264540,354,398,54
545089,545090,43111,goodwillng.org,org,355,412,goodwillng.org,org,542059,42797,357,416,54
541770,541771,262069,skyboximaging.com,com,357,397,skyboximaging.com,com,544267,262828,356,400,54
545329,545330,152,expanse.tech,tech,355,404,expanse.tech,tech,533648,146,362,400,54
544458,544459,263338,exposebox.com,com,355,447,exposebox.com,com,546904,264120,354,454,54
547248,547249,264699,pizza4ps.com,com,354,403,pizza4ps.com,com,559265,270187,348,398,54
542482,542483,262402,l-atalante.com,com,356,468,l-atalante.com,com,537831,259771,359,464,54
545597,545598,2563,brandbeast.in,in,355,395,brandbeast.in,in,540814,2523,358,397,54
548858,548859,16572,tenc.net,net,353,410,tenc.net,net,553119,16687,351,408,54
559167,559168,270542,jonathonporritt.com,com,348,397,jonathonporritt.com,com,563321,272238,346,397,55
553028,553029,43753,unleash.org,org,351,402,unleash.org,org,542380,42828,357,404,55
552290,552291,267145,glitterberri.com,com,351,438,glitterberri.com,com,537955,259815,359,446,55
556307,556308,269132,pommedapi.com,com,349,433,pommedapi.com,com,667019,325971,302,381,55
556931,556932,44065,rci-online.org,org,349,403,rci-online.org,org,559093,44193,348,404,55
556530,556531,269223,rev-log.com,com,349,418,rev-log.com,com,567120,274221,344,414,55
557953,557954,269982,christineflagpole.com,com,348,1196,christineflagpole.com,com,558177,269681,348,1204,55
558518,558519,44164,pagop.org,org,348,425,pagop.org,org,560606,44285,347,428,55
551699,551700,266850,cncservice-td.com,com,352,375,cncservice-td.com,com,544756,263091,356,377,55
559645,559646,270776,mensitaly.com,com,348,382,mensitaly.com,com,553774,267405,351,386,55
567083,567084,3427,ceipi.edu,edu,344,417,ceipi.edu,edu,545439,3368,355,425,56
565097,565098,273601,drinkboy.com,com,345,409,drinkboy.com,com,571473,276520,342,409,56
562708,562709,272403,aggdata.com,com,346,424,aggdata.com,com,558590,269855,348,427,56
564697,564698,273443,theadx.com,com,345,437,theadx.com,com,552514,266805,351,440,56
568907,568908,275641,urbanic.com,com,343,451,urbanic.com,com,589234,286024,334,444,56
561510,561511,17053,backlinktools.net,net,347,389,backlinktools.net,net,567822,17231,344,387,56
565821,565822,2438,ipratronline.top,top,345,386,ipratronline.top,top,559615,2431,348,388,56
562012,562013,462,xn---54-5cdljgbd1az7anbayhrt1a1c4n.xn--p1ai,xn--p1ai,347,366,федерация-новостроек54.рф,рф,579451,485,339,365,56
565922,565923,274005,bmaxit.com,com,345,382,bmaxit.com,com,570422,275923,343,373,56
565289,565290,273694,byartis.com,com,345,402,byartis.com,com,565281,273252,345,401,56
571436,571437,276879,dlnewstoday.com,com,342,412,dlnewstoday.com,com,562754,271978,346,421,57
572024,572025,17451,satellite.net,net,342,390,satellite.net,net,576493,17575,340,387,57
575088,575089,278779,luanpingzhaopin.com,com,340,1286,luanpingzhaopin.com,com,566368,273811,344,1304,57
571891,571892,277103,etodoors.com,com,342,394,etodoors.com,com,567747,274531,344,389,57
576172,576173,279332,perascore.com,com,340,396,perascore.com,com,567404,274358,344,402,57
577316,577317,279916,chengquzhaopin.com,com,339,1307,chengquzhaopin.com,com,575037,278404,340,1316,57
570221,570222,276236,foodinspiration.com,com,343,379,foodinspiration.com,com,572333,276937,342,380,57
573961,573962,278174,atwairport.com,com,341,397,atwairport.com,com,569423,275415,343,405,57
576285,576286,279384,christianworldmedia.com,com,340,392,christianworldmedia.com,com,571913,276732,342,393,57
571946,571947,277143,pocahontascountywv.com,com,342,392,pocahontascountywv.com,com,590005,286366,334,386,57
581010,581011,17797,l-a-v-a.net,net,338,384,l-a-v-a.net,net,565645,17151,345,390,58
582697,582698,45987,connexions.org,org,337,400,connexions.org,org,598666,47209,330,396,58
586491,586492,284781,linshuzhaopin.com,com,335,1246,linshuzhaopin.com,com,577425,279677,339,1265,58
581852,581853,282313,51wnk.com,com,337,1261,51wnk.com,com,572910,277272,341,1281,58
582573,582574,282690,blodgett.com,com,337,405,blodgett.com,com,576027,278937,340,402,58
583568,583569,1105,educationandbass.online,online,337,374,educationandbass.online,online,599485,1249,330,369,58
581262,581263,2497,oakley-outletonline.com.co,co,338,376,oakley-outletonline.com.co,co,574686,2462,341,375,58
585001,585002,283968,b-parts.com,com,336,398,b-parts.com,com,603429,293391,328,387,58
581217,581218,346,opensourcealternative.to,to,338,378,opensourcealternative.to,to,592843,356,333,371,58
584161,584162,283565,jieyang333.com,com,336,1250,jieyang333.com,com,584344,283386,336,1254,58
594636,594637,46941,appliantology.org,org,332,374,appliantology.org,org,606355,47837,327,368,59
590234,590235,286612,easybom.com,com,334,374,easybom.com,com,563743,272456,346,384,59
590384,590385,2537,human.co,co,334,370,human.co,co,597365,2573,331,368,59
598776,598777,291064,thesource4ym.com,com,330,383,thesource4ym.com,com,610371,296926,325,382,59
591143,591144,287212,fatygs.com,com,333,816,fatygs.com,com,593570,288319,332,824,59
597706,597707,290561,hmc2018.com,com,330,1275,hmc2018.com,com,607062,295216,326,1298,59
593095,593096,288166,andrijailic.com,com,332,2336,andrijailic.com,com,618618,301202,321,2233,59
593778,593779,2819,twinkl.co.in,in,332,404,twinkl.co.in,in,612180,2899,324,400,59
599356,599357,291335,atribecalledred.com,com,330,367,atribecalledred.com,com,615304,299518,323,368,59
595322,595323,289321,c-point.com,com,332,349,c-point.com,com,604705,294022,328,344,59
601113,601114,292226,jogosfriv2023.com,com,329,379,jogosfriv2023.com,com,599097,291124,330,379,60
606296,606297,294922,bridalexposure.com,com,327,360,bridalexposure.com,com,606764,295066,327,356,60
608473,608474,296025,gkseries.com,com,326,363,gkseries.com,com,592966,287899,333,366,60
608448,608449,48053,dienstleistersuche.org,org,326,364,dienstleistersuche.org,org,597306,47111,331,370,60
601472,601473,292407,porr-group.com,com,329,369,porr-group.com,com,592828,287834,333,371,60
604216,604217,293833,fit2run.com,com,328,357,fit2run.com,com,634479,309254,315,356,60
605074,605075,294318,baitbus.com,com,327,398,baitbus.com,com,605429,294414,327,396,60
601378,601379,47478,esn-eu.org,org,329,372,esn-eu.org,org,595305,46971,332,363,60
602103,602104,18619,frenchfragfactory.net,net,329,344,frenchfragfactory.net,net,604656,18638,328,349,60
605405,605406,47813,financialdataexchange.org,org,327,386,financialdataexchange.org,org,598866,47239,330,388,60
618830,618831,48899,fergusonlibrary.org,org,321,388,fergusonlibrary.org,org,631157,49871,316,387,61
613753,613754,298844,rockysuppliers.com,com,323,732,rockysuppliers.com,com,623524,303790,319,729,61
612756,612757,48401,phytosterols.org,org,324,366,phytosterols.org,org,624720,49387,319,364,61
612912,612913,298330,anqingonline.com,com,324,362,anqingonline.com,com,620235,302012,321,359,61
617349,617350,300604,lohas.com,com,322,363,lohas.com,com,597378,290238,331,368,61
617814,617815,48820,easthartford.org,org,322,353,easthartford.org,org,629984,49808,317,352,61
611847,611848,935,web-link.xyz,xyz,324,397,web-link.xyz,xyz,623851,960,319,396,61
612043,612044,297908,broganabroad.com,com,324,388,broganabroad.com,com,653956,319222,307,376,61
619052,619053,4578,superprof.it,it,321,380,superprof.it,it,612478,4491,324,387,61
611057,611058,297386,fixmyblinds.com,com,325,353,fixmyblinds.com,com,630057,307019,317,350,61
622063,622064,302917,i-maxpr.com,com,320,360,i-maxpr.com,com,629711,306840,317,357,62
626980,626981,49581,furniturebank.org,org,318,357,furniturebank.org,org,634464,50149,315,357,62
622298,622299,259,masterinformatique.store,store,320,356,masterinformatique.store,store,618098,252,322,357,62
626080,626081,19482,civfanatics.net,net,318,382,civfanatics.net,net,643593,20105,311,380,62
625821,625822,304847,ioki.com,com,318,394,ioki.com,com,605462,294429,327,395,62
622798,622799,303279,dicik.com,com,320,338,dicik.com,com,618524,301155,322,342,62
626362,626363,305093,appeon.com,com,318,372,appeon.com,com,643961,314082,311,367,62
629466,629467,306654,nlogspot.com,com,317,354,nlogspot.com,com,620436,302127,321,355,62
626824,626825,49569,cycleforsurvival.org,org,318,360,cycleforsurvival.org,org,629782,49796,317,356,62
621645,621646,302686,altafitgymclub.com,com,320,371,altafitgymclub.com,com,599156,291156,330,377,62
633988,633989,308989,hornucopia.com,com,315,360,hornucopia.com,com,627138,305552,318,361,63
635819,635820,309925,tnhomeandfarm.com,com,314,377,tnhomeandfarm.com,com,622013,302933,320,376,63
630818,630819,307361,explorescientific.com,com,316,385,explorescientific.com,com,626357,305177,318,388,63
638539,638540,311405,newyorkislanders.com,com,313,370,newyorkislanders.com,com,636534,310296,314,365,63
632643,632644,308294,sccreazioni.com,com,315,2224,sccreazioni.com,com,653267,318825,307,2187,63
632194,632195,308048,comegnolaw.com,com,316,347,comegnolaw.com,com,644700,314459,311,348,63
633304,633305,50103,reworxrecycling.org,org,315,382,reworxrecycling.org,org,641079,50681,312,381,63
630517,630518,4660,istruzioneer.it,it,316,416,istruzioneer.it,it,635750,4683,314,412,63
631566,631567,45,sell2wales.gov.wales,wales,316,361,sell2wales.gov.wales,wales,617647,45,322,368,63
634199,634200,309109,world-business-zone.com,com,315,355,world-business-zone.com,com,639714,311963,313,349,63
640434,640435,312448,hunterandgatherfoods.com,com,312,440,hunterandgatherfoods.com,com,635695,309933,314,436,64
641684,641685,4766,fvtmanufacturing.it,it,312,353,fvtmanufacturing.it,it,632082,4665,316,357,64
642275,642276,313323,mbquart.com,com,312,340,mbquart.com,com,632679,308353,316,343,64
647231,647232,315910,letsloop.com,com,310,342,letsloop.com,com,668727,326769,302,333,64
642005,642006,313173,fabulousfurs.com,com,312,346,fabulousfurs.com,com,652385,318363,308,346,64
645292,645293,314932,plasticmoldcn.com,com,310,1146,plasticmoldcn.com,com,697570,341759,292,1136,64
645838,645839,51093,echoparkfilmcenter.org,org,310,382,echoparkfilmcenter.org,org,651205,51507,308,380,64
646092,646093,315315,derektrucks.com,com,310,371,derektrucks.com,com,641436,312825,312,368,64
643884,643885,314189,ststravel.com,com,311,361,ststravel.com,com,649136,316741,309,363,64
643194,643195,313858,ratpakrecordsamerica.com,com,311,388,ratpakrecordsamerica.com,com,661592,323149,304,383,64
651666,651667,3623,patten.edu,edu,308,362,patten.edu,edu,651660,3617,308,364,65
652906,652907,51666,1000shadesofwomenfoundation.org,org,308,334,1000shadesofwomenfoundation.org,org,650230,51444,309,338,65
654265,654266,20501,casarei.net,net,307,363,casarei.net,net,654245,20487,307,365,65
653469,653470,319162,heilandchina.com,com,307,716,heilandchina.com,com,635585,309869,314,720,65
653926,653927,319340,classicalmusicdaily.com,com,307,375,classicalmusicdaily.com,com,653991,319234,307,374,65
651343,651344,2883,rtvcplay.co,co,308,371,rtvcplay.co,co,681995,3019,297,362,65
659418,659419,52142,treatycouncil.org,org,305,374,treatycouncil.org,org,675837,53477,299,362,65
652536,652537,1327,metformina.online,online,308,342,metformina.online,online,665475,1421,303,342,65
653476,653477,319169,fxinbao.com,com,307,701,fxinbao.com,com,614162,298976,323,714,65
654516,654517,319602,merck-foundation.com,com,307,355,merck-foundation.com,com,636444,310249,314,368,65
663800,663801,324317,barozziveiga.com,com,304,336,barozziveiga.com,com,679877,332416,298,332,66
664649,664650,324741,agritos.com,com,303,1168,agritos.com,com,680925,332952,297,1167,66
663064,663065,52438,greenbronxmachine.org,org,304,351,greenbronxmachine.org,org,656735,51954,306,366,66
664510,664511,890,jelias.shop,shop,303,2143,jelias.shop,shop,697471,956,292,2103,66
667835,667836,439,enlank.best,best,302,2180,enlank.best,best,694372,490,293,2122,66
668735,668736,327350,flyib.com,com,302,1165,flyib.com,com,685042,335516,296,1164,66
666260,666261,52643,acluidaho.org,org,303,353,acluidaho.org,org,679052,53750,298,351,66
664567,664568,324659,lowcarbcrave.com,com,303,1604,lowcarbcrave.com,com,672216,328529,300,1602,66
660846,660847,23,nem.ninja,ninja,305,338,nem.ninja,ninja,652778,23,308,339,66
664686,664687,324778,dumkal.com,com,303,1168,dumkal.com,com,680958,332985,297,1167,66
676537,676538,331361,scannordic.com,com,300,339,scannordic.com,com,668492,326663,302,337,67
675796,675797,330966,ccheadliner.com,com,300,358,ccheadliner.com,com,672876,328865,300,365,67
673198,673199,329707,newageeraproduction.com,com,301,348,newageeraproduction.com,com,667923,326364,302,348,67
674729,674730,574,capper.best,best,300,2114,capper.best,best,691465,442,294,2050,67
678635,678636,53509,lighthousemuseum.org,org,299,360,lighthousemuseum.org,org,673063,53262,300,360,67
676860,676861,53382,boatusa.org,org,300,334,boatusa.org,org,671339,53131,301,335,67
677195,677196,331720,zmorph3d.com,com,300,328,zmorph3d.com,com,663381,323999,304,330,67
674043,674044,330109,lzyyswj.com,com,301,332,lzyyswj.com,com,683437,334396,297,328,67
678782,678783,332448,sportofino.com,com,299,355,sportofino.com,com,689473,337859,295,351,67
679027,679028,332578,denvercentralmarket.com,com,299,348,denvercentralmarket.com,com,670817,327824,301,345,67
681595,681596,333817,disneyaddicts.com,com,298,355,disneyaddicts.com,com,686309,336250,296,350,68
684278,684279,335159,kenall.com,com,297,360,kenall.com,com,704595,345214,290,351,68
689871,689872,337877,morinu.com,com,295,371,morinu.com,com,681803,333628,297,373,68
682150,682151,334096,biyogi.com,com,298,340,biyogi.com,com,692945,339525,294,337,68
688011,688012,336906,dunedinbrewery.com,com,296,338,dunedinbrewery.com,com,727143,356124,283,330,68
682439,682440,21470,virtualdataplace.net,net,298,335,virtualdataplace.net,net,686947,21600,296,335,68
687435,687436,5129,sannicolac5.it,it,296,352,sannicolac5.it,it,689572,5145,295,348,68
680855,680856,333517,yongjianweixiu.com,com,298,676,yongjianweixiu.com,com,650820,317665,308,683,68
681523,681524,333780,ascendispharma.com,com,298,357,ascendispharma.com,com,657093,320777,306,354,68
684260,684261,335153,positivelyminnesota.com,com,297,361,positivelyminnesota.com,com,675849,330387,299,361,68
694556,694557,54794,newswall.org,org,294,323,newswall.org,org,696755,55014,293,322,69
696652,696653,54953,adasisrael.org,org,293,336,adasisrael.org,org,711607,56206,288,327,69
695305,695306,340490,lhgeoliner.com,com,293,832,lhgeoliner.com,com,685315,335789,296,830,69
698157,698158,1015,apkbe.best,best,292,1640,apkbe.best,best,729021,1156,282,1631,69
697640,697641,55027,partnersglobal.org,org,293,320,partnersglobal.org,org,702854,55496,291,322,69
696605,696606,54952,ydesfemmesmtl.org,org,293,337,ydesfemmesmtl.org,org,699001,55183,292,334,69
698866,698867,342236,hinah.com,com,292,357,hinah.com,com,672972,328907,300,362,69
694044,694045,339845,btcparser.com,com,294,330,btcparser.com,com,714559,349943,287,331,69
696071,696072,340846,greatkat.com,com,293,351,greatkat.com,com,707685,346617,289,348,69
698182,698183,341874,knittingbrace-supports.com,com,292,986,knittingbrace-supports.com,com,725958,355567,283,972,69
706825,706826,55795,nfg.org,org,290,314,nfg.org,org,712753,56288,288,309,70
708844,708845,347111,peopletopeople.com,com,289,328,peopletopeople.com,com,687050,336623,296,333,70
707399,707400,346468,zhelid.com,com,289,605,zhelid.com,com,675257,330138,299,599,70
705215,705216,55648,wellchild.org,org,290,345,wellchild.org,org,678625,53689,298,366,70
